name,year_start,year_end,position,height,weight,birth_date,college
Charles Williams,1968,1973.0,G,6-0,165.0,1943-09-05,Seattle University
Chuck Williams,1971,1978.0,G,6-2,175.0,1946-06-06,University of Colorado
Chuckie Williams,1977,1977.0,G,6-3,180.0,1953-12-31,Kansas State University
Cliff Williams,1969,1969.0,G,6-3,180.0,1945-04-15,Bowling Green State University
Corey Williams,1993,1994.0,G,6-2,190.0,1970-04-24,Oklahoma State University
Deron Williams,2006,2017.0,G,6-3,200.0,1984-06-26,University of Illinois at Urbana-Champaign
Derrick Williams,2012,2017.0,F,6-8,240.0,1991-05-25,University of Arizona
Duck Williams,1980,1980.0,G,6-2,180.0,1956-08-02,University of Notre Dame
Earl Williams,1975,1979.0,C-F,6-7,230.0,1951-03-24,Winston-Salem State University
Elliot Williams,2012,2016.0,G,6-5,190.0,1989-06-20,University of Memphis
Eric Williams,1996,2007.0,F,6-8,220.0,1972-07-17,Providence College
Fly Williams,1975,1975.0,G-F,6-5,200.0,1953-02-18,Austin Peay State University
Frank Williams,2003,2005.0,G,6-3,212.0,1980-02-25,University of Illinois at Urbana-Champaign
Freeman Williams,1979,1986.0,G-F,6-4,190.0,1956-05-15,Portland State University
Gene Williams,1970,1970.0,F,6-7,235.0,1947-04-01,Kansas State University
Gus Williams,1976,1987.0,G,6-2,175.0,1953-10-10,University of Southern California
Guy Williams,1985,1986.0,F,6-9,200.0,1960-07-01,Washington State University
Hank Williams,1975,1975.0,F,6-5,210.0,1952-04-28,Jacksonville University
Herb Williams,1982,1999.0,C-F,6-10,242.0,1958-02-16,Ohio State University
Hot Rod Williams,1987,1999.0,F-C,6-11,215.0,1962-08-09,Tulane University
Jason Williams,1999,2011.0,G,6-1,190.0,1975-11-18,University of Florida
Jawad Williams,2009,2011.0,F,6-9,218.0,1983-02-19,University of North Carolina
Jay Williams,2003,2003.0,G,6-2,195.0,1981-09-10,Duke University
Jayson Williams,1991,1999.0,F-C,6-9,240.0,1968-02-22,St. John's University
Jerome Williams,1997,2005.0,F,6-9,206.0,1973-05-10,Georgetown University
John Williams,1987,1995.0,F-C,6-8,235.0,1966-10-26,Louisiana State University
Jordan Williams,2012,2012.0,F,6-10,260.0,1990-10-11,University of Maryland
Justin Williams,2007,2008.0,F,6-10,225.0,1984-05-12,University of Wyoming
Kenny Williams,1991,1994.0,F,6-9,205.0,1969-06-09,Elizabeth City State University
Kevin Williams,1984,1989.0,G,6-2,175.0,1961-09-11,St. John's University
Lorenzo Williams,1993,2000.0,F-C,6-9,200.0,1969-07-15,Stetson University
Lou Williams,2006,2018.0,G,6-1,175.0,1986-10-27,
Marcus Williams,2007,2010.0,G,6-3,205.0,1985-12-03,University of Connecticut
Marcus Williams,2008,2009.0,F,6-7,205.0,1986-11-18,University of Arizona
Marvin Williams,2006,2018.0,F,6-9,237.0,1986-06-19,University of North Carolina
Matt Williams,2018,2018.0,G,6-5,210.0,1993-10-14,University of Central Florida
Micheal Williams,1989,1999.0,G,6-2,175.0,1966-07-23,Baylor University
Mike Williams,1990,1990.0,F,6-8,255.0,1963-08-14,Bradley University
Milt Williams,1971,1975.0,G,6-2,182.0,1945-11-22,Lincoln University of Missouri
Mo Williams,2004,2016.0,G,6-1,198.0,1982-12-19,University of Alabama
Monty Williams,1995,2003.0,F,6-8,225.0,1971-10-08,University of Notre Dame
Nate Williams,1972,1979.0,F-G,6-5,215.0,1950-05-02,Utah State University
Pete Williams,1986,1987.0,F,6-7,190.0,1965-03-10,University of Arizona
Ray Williams,1978,1987.0,G,6-3,188.0,1954-10-14,University of Minnesota
Reggie Williams,1988,1997.0,F-G,6-7,190.0,1964-03-05,Georgetown University
Rickey Williams,1983,1983.0,G,6-1,175.0,1957-03-12,"California State University, Long Beach"
Rob Williams,1983,1984.0,G,6-2,175.0,1961-05-05,University of Houston
Ron Williams,1969,1976.0,G,6-3,188.0,1944-09-24,West Virginia University
Sam Williams,1969,1970.0,G,6-3,180.0,1945-01-22,University of Iowa
Sam Williams,1982,1985.0,F,6-8,210.0,1959-03-07,Arizona State University
Scott Williams,1991,2005.0,F-C,6-10,230.0,1968-03-21,University of North Carolina
Sean Williams,2008,2012.0,C-F,6-10,235.0,1986-09-13,Boston College
Shammond Williams,1999,2007.0,G,6-1,201.0,1975-04-05,University of North Carolina
Shawne Williams,2007,2015.0,F,6-9,225.0,1986-02-16,University of Memphis
Shelden Williams,2007,2012.0,F,6-9,250.0,1983-10-21,Duke University
Sly Williams,1980,1986.0,F-G,6-7,210.0,1958-01-26,University of Rhode Island
Terrence Williams,2010,2013.0,F,6-6,220.0,1987-06-28,University of Louisville
Travis Williams,1998,1999.0,F,6-6,215.0,1969-05-27,South Carolina State University
Troy Williams,2017,2018.0,F,6-7,218.0,1994-12-30,Indiana University
Walt Williams,1993,2003.0,F-G,6-8,219.0,1970-04-16,University of Maryland
Ward Williams,1949,1949.0,F,6-4,195.0,1923-06-26,Indiana University
Willie Williams,1971,1971.0,F,6-7,200.0,1946-07-28,Florida State University
Corliss Williamson,1996,2007.0,F,6-7,245.0,1973-12-04,University of Arkansas
John Williamson,1974,1981.0,G,6-2,185.0,1951-11-10,New Mexico State University
Vann Williford,1971,1971.0,F,6-6,195.0,1948-01-26,North Carolina State University
Kevin Willis,1985,2007.0,F-C,7-0,220.0,1962-09-06,Michigan State University
Bill Willoughby,1976,1984.0,F-C,6-8,205.0,1957-05-20,
Dedric Willoughby,2000,2000.0,G-F,6-3,180.0,1974-05-27,Iowa State University
Bob Wilson,1952,1952.0,G,6-4,185.0,1926-03-08,West Virginia State University
Bobby Wilson,1968,1968.0,F,6-8,215.0,,University of Kansas
Bobby Wilson,1975,1978.0,G,6-3,175.0,1951-01-15,Wichita State University
Bubba Wilson,1980,1980.0,G,6-3,175.0,1955-08-07,Western Carolina University
D.J. Wilson,2018,2018.0,F,6-10,234.0,1996-02-19,University of Michigan
George Wilson,1965,1971.0,C,6-8,225.0,1942-05-09,University of Cincinnati
Isaiah Wilson,1972,1973.0,G,6-2,175.0,1948-05-31,University of Baltimore
Jamil Wilson,2018,2018.0,F,6-7,230.0,1990-11-21,Marquette University
Jasper Wilson,1969,1970.0,F,6-6,200.0,1947-07-12,Southern University and A&M College
Jim Wilson,1971,1971.0,G,5-10,175.0,,Cheyney University of Pennsylvania
Michael Wilson,1984,1987.0,G,6-4,175.0,1959-09-15,Marquette University
Nikita Wilson,1988,1988.0,F,6-8,200.0,1964-02-25,Louisiana State University
Othell Wilson,1985,1987.0,G,6-0,190.0,1961-10-26,University of Virginia
Rick Wilson,1979,1980.0,G,6-5,200.0,1956-02-07,University of Louisville
Ricky Wilson,1988,1988.0,G,6-3,195.0,1964-07-16,George Mason University
Stephen Wilson,1971,1972.0,G,6-5,185.0,1948-10-16,Hanover College
Trevor Wilson,1991,1996.0,F,6-7,210.0,1968-03-16,"University of California, Los Angeles"
Kyle Wiltjer,2017,2017.0,F,6-10,240.0,1992-10-20,Gonzaga University
Kennard Winchester,1991,1993.0,G-F,6-5,210.0,1966-09-03,Averett University
Tony Windis,1960,1960.0,G,6-1,160.0,1933-01-27,University of Wyoming
John Windsor,1964,1964.0,F,6-8,215.0,1940-04-03,Stanford University
Lee Winfield,1970,1976.0,G,6-2,174.0,1947-02-04,University of North Texas
David Wingate,1987,2001.0,G-F,6-5,185.0,1963-12-15,Georgetown University
Dontonio Wingfield,1995,1998.0,F,6-8,256.0,1974-06-23,University of Cincinnati
Harthorne Wingo,1973,1976.0,F,6-6,210.0,1947-09-09,Friendship Junior College
Marv Winkler,1971,1972.0,G,6-1,164.0,1948-02-18,University of Louisiana at Lafayette
Justise Winslow,2016,2018.0,F,6-7,225.0,1996-03-26,Duke University
Rickie Winslow,1988,1988.0,F,6-8,225.0,1964-07-26,University of Houston
Trevor Winter,1999,1999.0,C,7-0,275.0,1974-01-07,University of Minnesota
Brian Winters,1975,1983.0,G-F,6-4,185.0,1952-03-01,University of South Carolina
Voise Winters,1986,1986.0,F,6-8,200.0,1962-10-12,Bradley University
Skip Wise,1976,1976.0,G,6-2,170.0,1955-07-25,Clemson University
Willie Wise,1970,1978.0,F,6-5,210.0,1947-03-03,Drake University
Jeff Withey,2014,2018.0,C,7-0,231.0,1990-03-07,University of Kansas
Luke Witte,1974,1976.0,C,7-0,235.0,1950-10-19,Ohio State University
Greg Wittman,1970,1971.0,F,6-8,210.0,1947-05-10,Western Carolina University
Randy Wittman,1984,1992.0,G-F,6-6,210.0,1959-10-28,Indiana University
Garry Witts,1982,1982.0,G-F,6-7,190.0,1959-07-03,College of the Holy Cross
Dave Wohl,1972,1978.0,G,6-2,185.0,1949-11-02,University of Pennsylvania
Joe Wolf,1988,1999.0,F-C,6-11,230.0,1964-12-17,University of North Carolina
Ruben Wolkowyski,2001,2003.0,F,6-10,270.0,1973-09-30,
Nate Wolters,2014,2018.0,G,6-4,190.0,1991-05-15,South Dakota State University
Al Wood,1982,1987.0,G-F,6-6,193.0,1958-06-02,University of North Carolina
Bob Wood,1950,1950.0,G,5-10,,1921-10-07,Northern Illinois University
Christian Wood,2016,2017.0,F,6-11,220.0,1995-09-27,"University of Nevada, Las Vegas"
David Wood,1989,1997.0,F,6-9,227.0,1964-11-30,"University of Nevada, Reno"
Howard Wood,1982,1982.0,F,6-7,235.0,1959-05-20,University of Tennessee
Leon Wood,1985,1991.0,G,6-3,185.0,1962-03-25,"California State University, Fullerton"
Loren Woods,2002,2008.0,F-C,7-1,245.0,1978-06-21,University of Arizona
Qyntel Woods,2003,2006.0,F,6-8,221.0,1981-02-16,Northeast Mississippi Community College
Randy Woods,1993,1996.0,G,5-10,185.0,1970-09-23,La Salle University
Tommy Woods,1968,1968.0,F,6-7,210.0,1943-06-10,East Tennessee State University
Mike Woodson,1981,1991.0,G-F,6-5,195.0,1958-03-24,Indiana University
Bob Woollard,1970,1970.0,C,6-10,225.0,1940-07-27,Wake Forest University
Orlando Woolridge,1982,1994.0,F,6-9,215.0,1959-12-16,University of Notre Dame
Haywoode Workman,1990,2000.0,G,6-2,180.0,1966-01-23,Oral Roberts University
Mark Workman,1953,1954.0,F-C,6-9,215.0,1930-03-10,West Virginia University
Tom Workman,1968,1971.0,F-C,6-7,218.0,1944-11-14,Seattle University
Metta World Peace,2000,2017.0,F,6-6,260.0,1979-11-13,St. John's University
Willie Worsley,1969,1969.0,G,5-9,175.0,1945-11-13,University of Texas at El Paso
Sam Worthen,1981,1982.0,G,6-5,195.0,1958-01-17,Marquette University
James Worthy,1983,1994.0,F,6-9,225.0,1961-02-27,University of North Carolina
Antoine Wright,2006,2011.0,G-F,6-7,210.0,1984-02-06,Texas A&M University
Bracey Wright,2006,2007.0,G,6-3,210.0,1984-07-01,Indiana University
Brad Wright,1987,1988.0,F,6-11,225.0,1962-03-26,"University of California, Los Angeles"
Brandan Wright,2008,2018.0,F-C,6-10,210.0,1987-10-05,University of North Carolina
Chris Wright,2012,2014.0,F,6-8,226.0,1988-09-30,University of Dayton
Chris Wright,2013,2013.0,G,6-1,210.0,1989-11-04,Georgetown University
Delon Wright,2016,2018.0,G,6-5,183.0,1992-04-26,University of Utah
Dorell Wright,2005,2015.0,F-G,6-9,205.0,1985-12-02,
Howard Wright,1991,1993.0,F,6-8,220.0,1967-12-20,Stanford University
Howie Wright,1971,1972.0,G,6-3,185.0,1947-02-22,Austin Peay State University
Joby Wright,1973,1976.0,F-C,6-8,220.0,1950-09-05,Indiana University
Julian Wright,2008,2011.0,F,6-8,225.0,1987-05-20,University of Kansas
Larry Wright,1977,1982.0,G,6-1,160.0,1954-11-23,Grambling State University
Leroy Wright,1968,1969.0,F,6-9,215.0,1938-05-06,University of the Pacific
Lonnie Wright,1968,1972.0,G,6-2,205.0,1945-01-23,Colorado State University
Lorenzen Wright,1997,2009.0,F-C,6-11,225.0,1975-11-04,University of Memphis
Luther Wright,1994,1994.0,C,7-2,270.0,1971-09-22,Seton Hall University
Sharone Wright,1995,1998.0,F-C,6-11,260.0,1973-01-30,Clemson University
Tony Wroten,2013,2016.0,G,6-6,205.0,1993-04-13,University of Washington
Dennis Wuycik,1973,1975.0,F,6-6,215.0,1950-03-29,University of North Carolina
A.J. Wynder,1991,1991.0,G,6-2,180.0,1964-09-11,Fairfield University
Guerschon Yabusele,2018,2018.0,F,6-7,260.0,1995-12-17,
Vincent Yarbrough,2003,2003.0,G-F,6-7,210.0,1981-03-21,University of Tennessee
George Yardley,1954,1960.0,F-G,6-5,190.0,1928-11-03,Stanford University
Barry Yates,1972,1972.0,F,6-7,215.0,1946-01-30,University of Maryland
Wayne Yates,1962,1962.0,C,6-8,235.0,1937-11-07,University of Memphis
Charlie Yelverton,1972,1972.0,G-F,6-2,190.0,1948-12-05,Fordham University
Rich Yonakor,1982,1982.0,F,6-9,220.0,1958-10-03,University of North Carolina
Danny Young,1985,1995.0,G,6-3,175.0,1962-07-26,Wake Forest University
James Young,2015,2017.0,G-F,6-6,215.0,1995-08-16,University of Kentucky
Joe Young,2016,2018.0,G,6-2,180.0,1992-06-27,University of Oregon
Korleone Young,1999,1999.0,F,6-7,213.0,1978-12-31,
Michael Young,1985,1990.0,F-G,6-7,220.0,1961-01-02,University of Houston
Nick Young,2008,2018.0,G-F,6-7,210.0,1985-06-01,University of Southern California
Perry Young,1987,1987.0,G,6-5,210.0,1963-08-04,Virginia Polytechnic Institute and State University
Sam Young,2010,2013.0,F,6-6,220.0,1985-06-01,University of Pittsburgh
Thaddeus Young,2008,2018.0,F,6-8,221.0,1988-06-21,Georgia Institute of Technology
Tim Young,2000,2000.0,C,7-0,220.0,1976-02-06,Stanford University
Sun Yue,2009,2009.0,G,6-9,205.0,1985-11-06,
Max Zaslofsky,1947,1956.0,G-F,6-2,170.0,1925-12-07,St. John's University
Zeke Zawoluk,1953,1955.0,F-C,6-7,215.0,1930-10-13,St. John's University
Cody Zeller,2014,2018.0,C-F,7-0,240.0,1992-10-05,Indiana University
Dave Zeller,1962,1962.0,G,6-1,175.0,1939-06-08,Miami University
Gary Zeller,1971,1972.0,G,6-3,205.0,1947-11-20,Drake University
Harry Zeller,1947,1947.0,C-F,6-4,210.0,1919-07-10,Washington & Jefferson College
Luke Zeller,2013,2013.0,C,6-11,245.0,1987-04-07,University of Notre Dame
Tyler Zeller,2013,2018.0,F-C,7-0,253.0,1990-01-17,University of North Carolina
Tony Zeno,1980,1980.0,F,6-8,210.0,1957-10-01,Arizona State University
Phil Zevenbergen,1988,1988.0,C,6-10,230.0,1964-04-13,University of Washington
Wang Zhizhi,2001,2005.0,C,7-0,255.0,1977-07-08,
George Zidek,1996,1998.0,C,7-0,250.0,1973-08-02,"University of California, Los Angeles"
Derrick Zimmerman,2006,2006.0,G,6-3,195.0,1981-12-02,Mississippi State University
Stephen Zimmerman,2017,2017.0,C,7-0,240.0,1996-09-09,"University of Nevada, Las Vegas"
Paul Zipser,2017,2018.0,G-F,6-8,215.0,1994-02-18,
Ante Zizic,2018,2018.0,F-C,6-11,250.0,1997-01-04,
Jim Zoet,1983,1983.0,C,7-1,240.0,1953-12-20,Kent State University
Bill Zopf,1971,1971.0,G,6-1,170.0,1948-06-07,Duquesne University
Ivica Zubac,2017,2018.0,C,7-1,265.0,1997-03-18,
Matt Zunic,1949,1949.0,G-F,6-3,195.0,1919-12-19,George Washington University
Precious Achiuwa,2020,,Forward,6-8,225.0,1999-09-19,Memphis
Ochai Agbaji,2022,,Guard,6-5,215.0,2000-04-20,Kansas
Santi Aldama,2021,,Forward-Center,7-0,215.0,2001-01-10,Loyola-Maryland
Nickeil Alexander-Walker,2019,,Guard,6-5,205.0,1998-09-02,Virginia Tech
Grayson Allen,2018,,Guard,6-4,198.0,1995-10-08,Duke
Jose Alvarado,2021,,Guard,6-0,179.0,1998-04-12,Georgia Tech
Kostas Antetokounmpo,2018,,Forward,6-10,200.0,1997-11-20,University of Dayton
Cole Anthony,2020,,Guard,6-3,185.0,2000-05-15,North Carolina
O.G. Anunoby,2017,,Forward,6-7,232.0,1997-07-17,Indiana
Deni Avdija,2020,,Forward,6-9,210.0,2001-01-03,Maccabi Tel Aviv
Deandre Ayton,2018,,Center,7-0,250.0,1998-07-23,Arizona
Udoka Azubuike,2020,,Center-Forward,6-11,270.0,1999-09-17,Kansas
Ibou Badji,2022,,Center,7-1,240.0,2002-10-13,FC Barcelona
Marvin Bagley III,2018,,Forward,6-10,235.0,1999-03-14,Duke
Patrick Baldwin,2022,,Forward,6-9,220.0,2002-11-18,Wisconsin-Milwaukee
LaMelo Ball,2020,,Guard,6-7,180.0,2001-08-22,Illawarra
Mo Bamba,2018,,Center,7-0,231.0,1998-05-12,Texas
Paolo Banchero,2022,,Forward,6-10,250.0,2002-11-12,Duke
Desmond Bane,2020,,Guard,6-5,215.0,1998-06-25,TCU
Dalano Banton,2021,,Forward,6-7,204.0,1999-11-07,Nebraska
Dominick Barlow,2022,,Forward,6-9,215.0,2003-05-26,
Scottie Barnes,2021,,Forward,6-8,225.0,2001-08-01,Florida State
RJ Barrett,2019,,Forward-Guard,6-6,214.0,2000-06-14,Duke
Charles Bassey,2021,,Center-Forward,6-9,230.0,2000-10-28,Western Kentucky
Keita Bates-Diop,2018,,Forward,6-8,229.0,1996-01-23,Ohio State
Darius Bazley,2019,,Forward,6-9,216.0,2000-06-12,Princeton HS (OH)
MarJon Beauchamp,2022,,Forward,6-7,199.0,2000-10-12,NBA G League Ignite
Saddiq Bey,2020,,Forward,6-7,215.0,1999-04-09,Villanova
Goga Bitadze,2019,,Center-Forward,6-11,250.0,1999-07-20,Mega Basket
Bismack Biyombo,2011,,Center,6-8,255.0,1992-08-28,Baloncesto Fuenlabrada
Buddy Boeheim,2022,,Forward,6-6,205.0,1999-11-11,Syracuse
Bogdan Bogdanović,2014,,Guard,6-5,225.0,1992-08-18,Fenerbahce
Bojan Bogdanović,2011,,Forward,6-7,226.0,1989-04-18,Fenerbahce
Bol Bol,2019,,Center-Forward,7-2,220.0,1999-11-16,Oregon
Leandro Bolmaro,2020,,Forward,6-6,200.0,2000-09-11,
Brandon Boston Jr.,2021,,Guard,6-6,188.0,2001-11-28,Kentucky
Chris Boucher,2017,,Forward-Center,6-9,200.0,1993-01-11,Oregon
James Bouknight,2021,,Guard,6-4,190.0,2000-09-18,Connecticut
Jamaree Bouyea,2022,,Guard,6-2,180.0,1999-06-27,San Francisco
Malaki Branham,2022,,Forward,6-4,180.0,2003-05-12,Ohio State
Jarrell Brantley,2019,,Forward,6-5,250.0,1996-06-07,College of Charleston
Christian Braun,2022,,Guard,6-6,220.0,2001-04-17,Kansas
Mikal Bridges,2018,,Guard-Forward,6-6,209.0,1996-08-30,Villanova
Oshae Brissett,2019,,Forward-Guard,6-7,210.0,1998-06-20,Syracuse
Bruce Brown,2018,,Guard-Forward,6-4,202.0,1996-08-15,Miami
Kendall Brown,2022,,Guard,6-7,205.0,2003-05-11,Baylor
Moses Brown,2019,,Center,7-2,245.0,1999-10-13,UCLA
Greg Brown III,2021,,Forward,6-7,206.0,2001-09-01,Texas
Troy Brown Jr.,2018,,Guard-Forward,6-7,215.0,1999-07-28,Oregon
Jalen Brunson,2018,,Guard,6-2,190.0,1996-08-31,Villanova
Deonte Burton,2018,,Guard-Forward,6-4,240.0,1994-01-31,Iowa State
Jared Butler,2021,,Guard,6-3,193.0,2000-08-25,Baylor
John Butler Jr.,2022,,Forward,7-0,190.0,2002-12-04,Florida State
Jamal Cain,2022,,Forward,6-6,191.0,1999-03-20,Oakland
Facundo Campazzo,2020,,Guard,5-10,195.0,1991-03-23,
Vlatko Cancar,2017,,Forward,6-8,236.0,1997-04-10,San Pablo Burgos
Vernon Carey Jr.,2020,,Center,6-10,270.0,2001-02-25,Duke
Jevon Carter,2018,,Guard,6-1,200.0,1995-09-14,West Virginia
Wendell Carter Jr.,2018,,Center-Forward,6-10,270.0,1999-04-16,Duke
Julian Champagnie,2022,,Forward,6-7,217.0,2001-06-29,St. John's
Justin Champagnie,2021,,Guard-Forward,6-6,206.0,2001-06-29,Pittsburgh
Kennedy Chandler,2022,,Guard,5-11,170.0,2002-09-16,Tennessee
Max Christie,2022,,Guard,6-5,190.0,2003-02-10,Michigan State
Josh Christopher,2021,,Guard,6-4,215.0,2001-12-08,Arizona State
Brandon Clarke,2019,,Forward,6-8,215.0,1996-09-19,Gonzaga
Nic Claxton,2019,,Center,6-11,215.0,1999-04-17,Georgia
Amir Coffey,2019,,Guard-Forward,6-7,210.0,1997-06-17,Minnesota
Chance Comanche,2022,,Center,6-10,210.0,1996-04-14,Arizona
Xavier Cooks,2022,,Forward,6-8,183.0,1995-08-19,Winthrop
Jarrett Culver,2019,,Guard-Forward,6-6,195.0,1999-02-20,Texas Tech
Cade Cunningham,2021,,Guard,6-7,220.0,2001-09-25,Oklahoma State
Dyson Daniels,2022,,Guard,6-7,199.0,2003-03-17,NBA G League Ignite
Terence Davis,2019,,Guard,6-4,201.0,1997-05-16,Mississippi
JD Davison,2022,,Guard,6-1,195.0,2002-10-03,Alabama
Darius Days,2022,,Forward,6-7,245.0,1999-10-20,Louisiana State
Donte DiVincenzo,2018,,Guard,6-4,203.0,1997-01-31,Villanova
Moussa Diabate,2022,,Forward,6-10,210.0,2002-01-21,Michigan
Mamadi Diakite,2020,,Forward,6-9,228.0,1997-01-21,Virginia
Hamidou Diallo,2018,,Guard,6-5,202.0,1998-07-31,Kentucky
Ousmane Dieng,2022,,Forward,6-9,185.0,2003-05-21,New Zealand Breakers
Luka Dončić,2018,,Forward-Guard,6-7,230.0,1999-02-28,Real Madrid
Luguentz Dort,2019,,Guard,6-4,220.0,1999-04-19,Arizona State
Ayo Dosunmu,2021,,Guard,6-5,200.0,2000-01-17,Illinois
Devon Dotson,2020,,Guard,6-1,185.0,1999-08-02,Kansas
Jeff Dowtin Jr.,2021,,Guard,6-3,177.0,1997-05-10,Rhode Island
PJ Dozier,2017,,Guard-Forward,6-6,205.0,1996-10-25,South Carolina
Chris Duarte,2021,,Guard,6-5,190.0,1997-06-13,Oregon
David Duke Jr.,2021,,Guard,6-4,204.0,1999-10-13,Providence
Jalen Duren,2022,,Center,6-11,250.0,2003-11-18,Memphis
Tari Eason,2022,,Forward,6-8,215.0,2001-05-10,Louisiana State
Anthony Edwards,2020,,Guard,6-4,225.0,2001-08-05,Georgia
Kessler Edwards,2021,,Forward,6-7,203.0,2000-08-09,Pepperdine
Keon Ellis,2022,,Guard,6-3,175.0,2000-01-08,Alabama
Drew Eubanks,2018,,Forward-Center,6-10,245.0,1997-02-01,Oregon State
Bruno Fernando,2019,,Forward-Center,6-10,240.0,1998-08-15,Maryland
Malachi Flynn,2020,,Guard,6-1,175.0,1998-05-09,San Diego State
Simone Fontecchio,2022,,Forward,6-7,209.0,1995-12-09,Baskonia
Trent Forrest,2020,,Guard,6-4,210.0,1998-06-12,Florida State
Michael Foster Jr.,2022,,Forward,6-8,250.0,2003-01-16,NBA G League Ignite
De'Aaron Fox,2017,,Guard,6-3,185.0,1997-12-20,Kentucky
Wenyen Gabriel,2018,,Forward,6-9,205.0,1997-03-26,Kentucky
Daniel Gafford,2019,,Forward-Center,6-10,234.0,1998-10-01,Arkansas
Darius Garland,2019,,Guard,6-1,192.0,2000-01-26,Vanderbilt
Usman Garuba,2021,,Forward,6-8,229.0,2002-03-09,Real Madrid
Luka Garza,2021,,Center,6-10,243.0,1998-12-27,Iowa
Josh Giddey,2021,,Guard,6-8,216.0,2002-10-10,NBA Global Academy
Shai Gilgeous-Alexander,2018,,Guard,6-6,195.0,1998-07-12,Kentucky
Anthony Gill,2020,,Forward,6-8,230.0,1992-10-17,Virginia
Jacob Gilyard,2022,,Guard,5-9,160.0,1998-07-14,Richmond
